gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
female,0,yes,no,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,24.3,1261.7
male,0,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.05,746.75
female,0,yes,no,2,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),79.7,165.0
male,0,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,50.9,225.6
male,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.5,77.6
female,0,yes,no,29,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.55,521.8
female,1,no,no,14,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,no,electronic_check,78.85,1043.8
male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.75,19.75
male,1,yes,no,23,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.45,2184.85
female,0,yes,yes,28,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.9,543.0
female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.3,44.4
female,0,no,no,17,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,24.8,475.25
male,0,yes,no,10,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),54.95,568.85
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.2,20.2
female,0,no,no,8,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.25,576.7
female,0,no,no,7,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,66.85,458.1
male,0,no,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),114.95,7711.25
female,1,no,no,17,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,credit_card_(automatic),82.65,1470.05
female,0,no,yes,40,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit_card_(automatic),64.1,2460.35
male,0,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two_year,no,bank_transfer_(automatic),79.85,5234.95
male,0,no,no,26,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,80.5,2088.8
female,0,yes,no,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.1,780.1
male,0,no,no,50,yes,no,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,credit_card_(automatic),90.1,4549.45
female,0,no,no,15,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,one_year,no,mailed_check,45.9,693.45
female,0,yes,yes,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),21.3,1041.8
female,0,no,no,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),20.75,844.45
female,1,yes,yes,29,no,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,35.65,1025.15
male,0,no,no,19,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,78.25,1490.95
female,0,no,no,42,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),59.65,2536.55
female,0,no,no,68,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.5,1424.9
female,0,no,no,10,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),81.0,818.05
male,0,yes,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.3,1401.15
female,0,no,no,12,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,yes,mailed_check,61.65,713.75
female,1,no,yes,33,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),105.35,3465.05
male,0,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.3,259.65
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.3,20.3
male,0,yes,yes,51,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.55,1086.75
male,0,no,no,34,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),25.05,852.7
male,0,no,no,62,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),80.4,4981.15
female,0,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one_year,yes,electronic_check,47.85,1886.4
male,0,no,no,66,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.1,1697.7
female,0,yes,no,61,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,no,bank_transfer_(automatic),101.15,6383.9
female,0,no,no,11,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,51.1,531.15
female,0,no,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),90.05,5965.95
male,0,yes,no,19,yes,yes,fiber_optic,yes,yes,no,yes,no,no,month-to-month,yes,credit_card_(automatic),88.8,1672.35
male,0,yes,yes,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),110.9,7922.75
male,0,no,no,9,no,no_phone_service,dsl,yes,no,yes,yes,no,yes,one_year,no,mailed_check,50.8,463.6
female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.6,69.6
male,0,no,no,7,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.1,701.3
male,0,yes,yes,42,no,no_phone_service,dsl,no,yes,yes,no,no,yes,one_year,yes,credit_card_(automatic),45.1,2049.05
female,0,no,no,1,yes,no,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,electronic_check,85.45,85.45
male,0,no,no,40,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),104.5,4036.85
male,0,yes,yes,45,yes,yes,fiber_optic,no,yes,yes,no,no,yes,one_year,yes,credit_card_(automatic),95.0,4368.85
female,0,no,no,15,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,59.45,892.65
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.75,19.75
female,0,no,no,6,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,91.1,455.3
female,0,no,yes,18,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.3,454.65
male,0,no,no,5,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,mailed_check,51.0,305.95
female,1,yes,no,67,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,one_year,yes,credit_card_(automatic),105.4,7035.6
male,0,no,no,48,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),108.1,5067.45
female,0,no,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),115.55,8127.6
male,1,yes,no,65,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),103.15,6792.45
female,1,no,no,26,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,89.15,2277.65
male,0,yes,yes,31,yes,yes,fiber_optic,yes,no,yes,yes,no,no,month-to-month,no,electronic_check,89.3,2823.0
male,1,no,no,19,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,88.2,1775.8
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.65,19.65
female,0,no,yes,1,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,25.4,25.4
male,0,no,no,4,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,80.1,336.15
female,0,yes,no,53,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),111.8,5809.75
male,0,yes,no,17,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,102.55,1742.5
male,0,no,no,24,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,96.0,2122.45
male,0,no,no,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.15,638.0
male,0,no,no,32,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,91.05,2871.5
female,0,yes,no,63,yes,yes,fiber_optic,no,no,no,yes,no,no,one_year,yes,credit_card_(automatic),81.2,4965.1
female,0,yes,yes,63,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.0,1209.25
male,0,yes,no,25,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),95.7,2338.35
male,0,yes,no,40,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),106.0,4178.65
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.25,70.25
female,0,yes,no,43,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,94.1,4107.3
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.0,32.7
male,0,no,no,35,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),102.35,3626.1
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.35,46.35
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,19.65,31.2
female,0,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),114.6,8100.25
female,1,no,no,27,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),110.5,2857.6
male,1,no,no,70,no,no_phone_service,dsl,no,no,no,no,yes,yes,one_year,yes,electronic_check,45.25,3264.45
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),20.95,20.95
female,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.75,889.9
male,0,yes,yes,16,yes,no,dsl,yes,no,yes,no,yes,no,two_year,no,mailed_check,64.25,1024.0
male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,no,bank_transfer_(automatic),78.85,5763.15
male,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.45,1730.65
male,1,no,no,68,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,95.9,6503.2
male,0,yes,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.3,1304.8
male,1,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,bank_transfer_(automatic),60.95,4119.4
female,0,yes,no,44,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),95.1,4060.55
male,1,yes,no,60,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,97.95,5867.0
female,0,yes,yes,5,yes,no,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,yes,mailed_check,99.15,465.05
male,0,yes,yes,38,yes,no,dsl,yes,yes,yes,yes,yes,no,one_year,no,electronic_check,74.05,2802.3
male,0,no,no,1,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,no,mailed_check,29.15,29.15
female,0,no,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.45,527.35
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.45,20.45
male,0,no,no,28,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,105.7,2979.5
male,1,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),63.1,4685.55
female,0,yes,yes,28,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,81.05,2227.1
male,0,yes,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,116.25,8564.75
male,0,yes,no,3,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic_check,29.9,92.25
female,0,no,no,62,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),19.2,1123.65
male,0,yes,no,2,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,94.2,167.5
female,1,yes,no,50,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,95.05,4888.7
female,0,no,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),111.6,8012.75
female,0,no,no,25,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,100.25,2387.75
male,0,yes,yes,22,yes,yes,dsl,no,no,yes,yes,yes,yes,one_year,yes,mailed_check,78.65,1663.75
female,1,yes,no,12,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,98.1,1060.2
male,0,yes,yes,63,no,no_phone_service,dsl,no,yes,yes,yes,no,no,two_year,no,bank_transfer_(automatic),39.35,2395.05
male,0,yes,no,64,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,mailed_check,73.55,4764.0
male,1,yes,no,59,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),64.05,3886.85
female,0,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,65.45,554.45
female,0,no,no,44,no,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,yes,electronic_check,49.05,2265.0
male,1,yes,no,21,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),64.95,1339.8
male,0,no,no,3,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,107.95,318.6
male,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.5,597.9
male,0,no,yes,26,no,no_phone_service,dsl,no,yes,no,no,yes,no,one_year,yes,bank_transfer_(automatic),39.95,1023.75
male,0,no,yes,53,yes,no,dsl,yes,yes,no,yes,no,no,one_year,no,credit_card_(automatic),62.85,3419.5
female,1,no,no,42,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,84.65,3541.35
female,0,yes,yes,34,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.65,716.4
female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),90.15,6716.45
male,0,yes,yes,58,yes,no,dsl,no,yes,no,yes,yes,yes,one_year,yes,credit_card_(automatic),75.2,4300.8
male,0,no,no,46,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),30.3,1380.1
female,0,yes,no,49,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,two_year,no,credit_card_(automatic),106.65,5174.35
male,1,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,credit_card_(automatic),112.9,8061.5
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.65,79.65
female,0,yes,yes,0,no,no_phone_service,dsl,yes,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),56.05,1397.475
female,0,no,yes,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.15,970.85
male,0,no,yes,32,yes,yes,dsl,no,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),83.7,2633.3
male,0,yes,yes,50,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),103.85,5017.9
male,0,no,no,69,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),104.05,7262.0
female,0,yes,yes,70,yes,yes,dsl,yes,no,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),80.6,5460.2
female,0,yes,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.25,375.25
male,0,no,no,41,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,74.25,3089.1
female,1,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),75.05,256.25
female,0,yes,yes,32,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),62.45,2045.55
female,0,no,yes,23,yes,no,dsl,no,no,no,yes,no,no,one_year,yes,electronic_check,49.45,1119.35
male,0,yes,no,14,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),50.2,668.85
female,0,no,no,25,yes,no,dsl,yes,yes,yes,yes,yes,no,one_year,no,mailed_check,74.3,1863.8
male,0,yes,no,47,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,109.55,5124.55
female,0,no,no,47,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,no,mailed_check,41.9,1875.25
male,0,yes,yes,71,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),109.3,7782.85
female,0,yes,yes,46,yes,no,fiber_optic,no,no,yes,yes,no,yes,one_year,no,bank_transfer_(automatic),90.95,4236.6
female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),49.55,49.55
male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed_check,51.25,51.25
male,0,no,no,10,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.7,251.6
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.45,20.45
female,1,no,no,19,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,mailed_check,105.0,2007.25
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,90.6,90.6
